# Date		Time		Timestamp	Temperature	Humidity
12-07-2018	15:59:13	1531407553	S24.4		S57.36
12-07-2018	15:59:14	1531407554	S24.41		S57.34
12-07-2018	15:59:19	1531407559	S24.41		S57.34
12-07-2018	15:59:24	1531407564	S24.42		S57.31
12-07-2018	15:59:29	1531407570	S24.41		S57.33
12-07-2018	15:59:34	1531407574	S24.41		S57.38
12-07-2018	15:59:39	1531407580	S24.4		S57.36
12-07-2018	15:59:44	1531407585	S24.4		S57.52
